"","TOC","BD_fine","depth"
"11933",1.373,0.99,10
"11934",1.234,1.17,30
"11935",0.278,1.37,30
"11936",0.232,1.15,50
"11937",2.273,0.96,10
"11938",1.13,1.38,30
"11939",0.921,1.85,50
"11940",2.484,0.77,10
"11941",1.478,0.85,30
"11942",0.966,1,50
"11943",0.38,1.5,70
"11944",3.267,1.02,10
"11945",2.927,0.92,30
"11946",1.797,1.3,30
"11947",3.899,0.75,10
"11948",0.146,1.43,90
"11949",0.361,1.46,70
"11950",0.057,1.43,100
"11951",2.179,0.96,10
"11952",1.917,1.29,30
"11953",0.365,1.6,40
"11954",0.286,1.52,50
"11955",0.625,1.42,50
"11956",0.26,1.46,70
"11957",0.155,1.13,100
"11958",3.08,1.01,10
"11959",1.887,1.36,30
"11960",0.301,1.54,50
"11961",1.679,1.01,10
"11962",1.526,1.15,30
"11963",0.749,1.5,30
"11964",0.203,1.6,50
"11965",0.596,1.2,50
"11966",0.369,1.15,70
"11967",3.107,1.22,10
"11968",4.028,0.63,10
"11969",3.158,0.87,20
"11970",3.623,0.86,10
"11971",0.723,1.23,50
"11972",0.764,1.27,70
"11973",0.475,1.3,100
"11974",0.47,1.44,70
"11975",0.387,1.29,100
"11976",0.865,1.14,50
"11977",0.249,1.58,70
"11978",0.383,1.17,70
"11979",0.171,1.29,100
"11980",2.497,1,10
"11981",1.89,1.29,20
"11982",0.663,1.64,30
"11983",0.419,1.65,50
"11984",0.547,1.28,50
"11985",0.387,1.21,50
"11986",2.362,1.12,10
"11987",2.343,0.97,20
"11988",2.198,1.13,30
"11989",0.201,1.18,92
"11990",3.505,0.9,30
"11991",0.487,1.59,50
"11992",2.694,1.07,30
"11993",0.781,0.85,100
"11994",0.172,1.35,100
"11995",0.107,1.64,100
"11996",0.396,1.54,50
"11997",0.178,1.62,70
"11998",0.095,1.74,100
"11999",0.856,1.19,50
"12000",0.441,1.32,70
"12001",0.513,1.47,50
"12002",0.243,1.59,70
"12003",0.531,1.03,70
"12004",0.482,1.1,100
"12005",1.464,1.45,20
"12006",1.544,1.24,30
"12007",1.071,1.49,50
"12008",0.258,1.58,70
"12009",0.297,1.38,50
"12010",0.123,1.38,70
"12011",0.11,1.23,100
"12012",1.067,1.23,50
"12013",0.892,1.05,70
"12014",0.567,1.23,100
"12015",5.296,0.96,10
"12016",2.556,1.15,20
"12017",0.234,1.58,50
"12018",0.11,1.38,70
"12019",0.129,1.38,100
"12020",0.655,1.43,30
"12021",0.489,1.43,50
"12022",0.118,1.82,100
"12023",0.353,1.59,70
"12024",0.595,1.51,30
"12025",0.126,1.49,100
"12026",0.435,1.61,100
"12027",3.116,1.1,10
"12028",1.517,1.36,30
"12029",0.822,1.25,70
"12030",0.211,1.42,70
"12031",0.208,1.5,100
"12032",0.542,0.82,70
"12033",0.32,1.63,100
"12034",0.086,1.5,100
"12035",0.148,1.38,100
"12036",0.317,1.63,50
"12037",0.187,1.68,70
"12038",0.305,1.46,50
"12039",0.117,1.54,90
"12040",1.451,1.21,30
"12041",0.718,1.1,50
"12042",0.092,1.42,70
"12043",1.492,1.3,10
"12044",1.14,1.57,30
"12045",0.389,1.48,50
"12046",0.441,1.56,50
"12047",0.419,1.47,50
"12048",6.686,0.78,20
"12049",1.423,1.27,10
"12050",1.15,1.48,30
"12051",1.836,1.05,30
"12052",5.613,0.84,10
"12053",3.136,0.99,30
"12054",2.026,1.15,10
"12055",1.956,1.24,30
"12056",0.298,1.06,100
"12057",4.323,0.73,10
"12058",4.098,1.16,20
"12059",0.424,1.36,70
"12060",1.032,1.26,50
"12061",6.167,0.82,10
"12062",0.559,1.41,40
"12063",0.709,1.18,30
"12064",1,1.02,30
"12065",0.585,1.51,40
"12066",3.588,1,10
"12067",1.567,1.2,30
"12068",0.612,1.33,50
"12069",0.243,1.59,100
"12070",0.658,1.55,60
"12071",0.432,1.55,70
"12072",0.37,1.71,82
"12073",0.293,1.48,100
"12074",0.349,1.28,100
"12075",2.532,0.95,70
"12076",1.545,1.2,20
"12077",0.766,1.16,30
"12078",0.619,1.24,50
"12079",0.441,1.28,50
"12080",0.104,1.59,100
"12081",0.029,1.47,100
"12082",0.452,1.4,70
"12083",0.43,1.38,100
"12084",0.356,1.46,50
"12085",0.552,1.68,50
"12086",0.342,1.83,60
"12087",0.507,1.16,100
"12088",0.149,1.44,70
"12089",0.103,1.46,100
"12090",2.51,1.06,10
"12091",2.365,1.06,30
"12092",0.42,1.41,100
"12093",0.326,1.45,100
"12094",0.614,1.39,50
"12095",0.249,1.68,50
"12096",0.198,1.61,70
"12097",0.208,1.41,50
"12098",0.149,1.4,60
"12099",0.091,1.41,70
"12100",0.051,1.48,100
"12101",0.566,1.14,70
"12102",0.296,1.07,95
"12103",0.261,1.17,100
"12104",1.312,1.06,10
"12105",1.391,1.19,30
"12106",0.234,1.48,50
"12107",0.343,1.5,70
"12108",0.166,1.76,70
"12109",0.267,1.65,50
"12110",0.172,1.45,70
"12111",0.214,1.19,100
"12112",2.042,1.04,10
"12113",2.227,1.05,30
"12114",0.208,1.33,70
"12115",1.473,1.13,10
"12116",1.507,1.34,30
"12117",0.314,1.49,50
"12118",0.143,1.51,70
"12119",1.002,1.5,30
"12120",0.722,1.24,50
"12121",2.837,0.94,10
"12122",1.483,0.57,30
"12123",0.708,1.32,50
"12124",0.223,0.78,100
"12125",0.134,1.72,70
"12126",0.115,1.83,100
"12127",0.846,1.21,70
"12128",0.19,1.21,80
"12129",2.406,0.95,10
"12130",2.419,1.03,30
"12131",0.555,1.06,50
"12132",0.706,0.78,50
"12133",1.865,0.96,30
"12134",1.241,1.07,50
"12135",0.97,1,70
"12136",0.343,1.54,50
"12137",0.229,1.47,70
"12138",0.206,0.95,100
"12139",1.801,1.23,10
"12140",1.392,1.41,30
"12141",2.209,1.05,30
"12142",0.254,1.25,100
"12143",1.151,1.39,30
"12144",0.54,1.43,38
"12145",0.355,1.29,50
"12146",0.252,1.2,100
"12147",0.569,1.44,70
"12148",0.362,1.47,100
"12149",0.786,1.26,30
"12150",0.407,1.33,50
"12151",0.524,3.9,30
"12152",0.33,1.8,50
"12153",0.185,1.71,70
"12154",0.148,1.85,80
"12155",1.693,1.23,50
"12156",0.185,1.54,70
"12157",0.123,1.67,100
"12158",1.106,1.32,50
"12159",0.447,1.46,70
"12160",3.797,1.04,30
"12161",0.26,1.18,70
"12162",0.165,1.61,100
"12163",0.425,1.66,70
"12164",0.272,1.8,100
"12165",3.35,0.73,100
"12166",0.405,1.25,70
"12167",0.204,1.44,100
"12168",0.747,1.34,100
"12169",0.703,1.56,50
"12170",0.305,1.8,100
"12171",0.207,1.76,100
"12172",0.322,1.58,100
"12173",3.374,1,30
"12174",2.089,0.86,50
"12175",1.119,1.09,50
"12176",0.054,1.43,100
"12177",0.134,1.63,70
"12178",2.069,1.09,30
"12179",0.41,1.39,70
"12180",0.187,1.27,50
"12181",0.305,1.22,70
"12182",0.182,1.48,80
"12183",0.195,1.11,100
"12184",0.631,1.54,50
"12185",0.205,1.6,50
"12186",0.042,1.28,100
"12187",1.79,0.84,50
"12188",1.402,0.98,70
"12189",0.084,1.53,100
"12190",2.143,1.34,10
"12191",0.335,0.95,70
"12192",0.224,1.17,100
"12193",0.507,1.41,50
"12194",0.095,1.62,100
"12195",6.584,0.76,10
"12196",3.355,0.85,20
"12197",1.049,0.93,30
"12198",0.78,1.04,50
"12199",0.516,1.09,70
"12200",0.384,1.04,86
"12201",0.54,1.37,70
"12202",0.278,1.69,100
"12203",0.89,0.95,50
"12204",0.213,1.71,50
"12205",0.122,1.82,70
"12206",0.685,1.48,70
"12207",2.425,1.25,30
"12208",2.1,1.08,40
"12209",0.859,1,50
"12210",0.264,1.55,50
"12211",0.549,1.13,70
"12212",0.509,1.76,70
"12213",0.311,1.51,100
"12214",0.294,1.38,50
"12215",0.208,1.51,70
"12216",0.164,1.49,90
"12217",2.115,0.99,30
"12218",0.384,1.23,50
"12219",4.178,0.75,10
"12220",0.08,1.38,100
"12221",0.318,1.45,50
"12222",0.134,1.41,70
"12223",0.156,1.64,50
"12224",0.103,1.73,70
"12225",0.433,1.25,50
"12226",0.924,1.06,50
"12227",1.072,1.47,50
"12228",0.54,1.75,50
"12229",1.847,0.98,30
"12230",0.22,1.55,30
"12231",0.106,1.6,50
"12232",0.096,1.64,70
"12233",0.467,1.3,50
"12234",0.241,1.31,70
"12235",0.221,1.14,100
"12236",2.886,0.98,10
"12237",2.665,0.85,20
"12238",0.3,1.54,50
"12239",0.283,1.3,70
"12240",0.38,1.53,50
"12241",0.271,1.67,70
"12242",0.289,1.42,70
"12243",0.241,1.38,100
"12244",0.253,1.61,70
"12245",0.361,1.52,30
"12246",0.384,1.37,50
"12247",0.11,1.8,100
"12248",0.728,1.36,30
"12249",0.6,1.15,70
"12250",0.575,1.1,100
"12251",0.685,1.43,50
"12252",3.039,1.16,10
"12253",3.157,1.16,20
"12254",2.766,1.34,30
"12255",1.663,1.26,40
"12256",0.55,1.51,100
"12257",0.209,1.1,50
"12258",0.194,1.16,100
"12259",0.497,1.31,30
"12260",0.312,1.34,50
"12261",0.121,1.18,70
"12262",0.562,1.16,30
"12263",0.517,1.35,50
"12264",0.23,1.63,70
"12265",0.782,1.37,40
"12266",0.16,2.05,100
"12267",0.802,1.53,50
"12268",0.201,1.53,70
"12269",0.175,1.64,100
"12270",5.084,1,10
"12271",1.616,1.05,30
"12272",0.208,1.31,50
"12273",0.166,1.31,70
"12274",2.206,1.25,30
"12275",0.17,1.59,70
"12276",0.117,1.6,100
"12277",0.129,1.63,30
"12278",0.118,1.65,50
"12279",0.084,1.66,70
"12280",0.294,1.09,50
"12281",0.231,1.18,70
"12282",0.14,1.08,100
"12283",0.849,1.12,10
"12284",0.818,1.12,30
"12285",1.743,1.2,30
"12286",0.777,1.25,50
"12287",0.595,1.32,70
"12288",0.433,1.38,100
"12289",0.61,1.51,50
"12290",0.387,1.2,70
"12291",0.34,1.56,100
"12292",0.15,1.33,100
"12293",1.063,1.07,50
"12294",0.344,1.69,70
"12295",0.394,1.35,50
"12296",0.691,1.19,50
"12297",0.143,1.11,100
"12298",1.896,1.03,10
"12299",1.777,1.08,22
"12300",0.499,1.03,50
"12301",0.331,0.83,70
"12302",0.412,1.24,50
"12303",0.308,0.96,70
"12304",0.29,1.07,50
"12305",0.933,1.35,50
"12306",0.954,0.74,60
"12307",0.518,1.16,50
"12308",0.464,1.25,70
"12309",1.084,1.27,50
"12310",0.405,1.38,70
"12311",0.283,1.37,100
"12312",0.363,0.95,70
"12313",1.278,1.14,70
"12314",0.49,1.28,100
"12315",5.765,0.71,10
"12316",4.372,0.66,30
"12317",0.631,1.5,70
"12318",0.304,1.31,100
"12319",4.712,1.06,20
"12320",0.81,1.06,70
"12321",0.428,1.3,100
"12322",2.413,1.12,30
"12323",1.59,0.85,42
"12324",0.831,1.9,50
"12325",0.535,1.13,50
"12326",0.213,1.39,70
"12327",0.164,1.73,100
"12328",0.586,1.32,50
"12329",2.471,1.11,30
"12330",0.454,1.34,50
"12331",0.392,1.36,70
"12332",0.845,0.97,50
"12333",0.53,1.17,70
"12334",0.59,1.15,100
"12335",1.569,1.03,100
"12336",0.255,1.1,70
"12337",0.217,1.22,100
"12338",1.359,1.06,50
"12339",0.746,0.95,70
"12340",0.698,1.37,100
"12341",0.054,1.44,100
"12342",0.344,1.57,50
"12343",0.119,1.65,70
"12344",0.064,1.85,100
"12345",0.096,1.57,100
"12346",1.391,1.08,30
"12347",0.589,1.26,50
"12348",0.378,1.56,62
"12349",0.26,1.6,70
"12350",0.328,1.52,100
"12351",0.28,1.55,100
"12352",0.519,0.9,50
"12353",0.325,1.62,100
"12354",0.132,1.07,100
"12355",0.63,1.1,50
"12356",0.119,1.4,70
"12357",0.066,1.41,100
"12358",0.799,1.4,70
"12359",0.063,1.3,100
"12360",2.464,1.15,10
"12361",1.831,1.76,30
"12362",0.172,1.62,70
"12363",0.812,0.81,70
"12364",0.133,1.66,70
"12365",0.054,1.68,100
"12366",3.174,0.71,20
"12367",0.295,1.68,50
"12368",0.082,1.42,100
"12369",0.243,1.31,70
"12370",0.389,1.37,50
"12371",0.12,1.28,100
"12372",1.605,1.31,30
"12373",0.854,1.23,50
"12374",1.231,1.1,50
"12375",2.515,0.88,10
"12376",2.181,0.94,30
"12377",0.233,1.66,70
"12378",0.363,1.25,50
"12379",0.469,1.54,50
"12380",0.089,1.64,100
"12381",1.041,1.28,100
"12382",0.209,1.33,100
"12383",2.258,1.41,30
"12384",0.327,1.51,100
"12385",0.075,1.44,100
"12386",0.419,1.43,100
"12387",4.996,0.93,10
"12388",5.126,0.72,17
"12389",1.083,1.14,50
"12390",1.655,1.17,30
"12391",1.165,1.23,50
"12392",1.997,0.85,10
"12393",1.635,1.09,30
"12394",2.564,1.19,30
"12395",0.549,1.24,50
"12396",0.369,1.56,70
"12397",0.273,1.53,100
"12398",0.322,1.42,50
"12399",0.285,1.38,70
"12400",0.209,1.47,100
"12401",0.399,1.62,70
"12402",0.328,1.72,100
"12403",1.192,0.95,30
"12404",0.585,0.76,50
"12405",2.186,1.09,30
"12406",0.673,1.11,30
"12407",0.077,1.4,50
"12408",0.042,1.53,70
"12409",2.59,1.02,10
"12410",2.542,1,30
"12411",1.115,0.6,50
"12412",0.386,1.5,70
"12413",0.074,1.71,100
"12414",0.292,1.43,100
"12415",0.396,1.55,50
"12416",0.924,1.1,50
"12417",0.588,1.04,50
"12418",0.434,1.04,70
"12419",1.18,1.2,50
"12420",0.749,1.51,70
"12421",0.248,1.66,70
"12422",4.118,0.66,10
"12423",2.721,1.17,22
"12424",0.12,1.62,70
"12425",0.128,1.6,100
"12426",0.332,1.45,70
"12427",0.111,1.37,100
"12428",0.501,1.01,30
"12429",0.415,0.83,50
"12430",0.108,1.53,100
"12431",0.302,1.41,70
"12432",0.213,1.42,50
"12433",0.478,1.47,70
"12434",0.259,1.31,50
"12435",0.164,1.56,60
"12436",0.527,1.52,50
"12437",0.37,1,70
"12438",0.344,1.28,100
"12439",0.58,0.86,50
"12440",4.647,0.65,10
"12441",3.323,0.84,30
"12442",0.276,1.38,70
"12443",0.377,1.2,100
"12444",1.226,1.2,30
"12445",0.46,1.11,50
"12446",0.611,1.19,70
"12447",0.493,1.18,100
"12448",0.51,1.27,50
"12449",0.248,1.35,70
"12450",0.494,1.21,50
"12451",0.577,1.07,65
"12452",0.519,0.8,45
"12453",0.059,1.78,70
"12454",0.074,1.74,100
"12455",0.303,1.63,70
"12456",0.248,1.85,92
"12457",0.612,0.95,50
"12458",0.805,1.15,50
"12459",0.555,0.93,50
"12460",0.197,1.49,70
"12461",0.106,1.49,100
"12462",0.4,1.29,30
"12463",0.169,1.22,50
"12464",0.421,0.84,30
"12465",0.171,1.6,70
"12466",0.057,1.66,100
"12467",0.714,0.92,70
"12468",0.079,1.71,70
"12469",0.184,1.53,100
"12470",0.139,1.28,100
"12471",0.665,1.4,50
"12472",0.222,1.34,50
"12473",0.165,1.5,100
"12474",0.272,1.17,93
"12475",0.538,1.41,50
"12476",0.135,1.32,100
"12477",0.158,1.79,100
"12478",0.296,1.42,70
"12479",0.177,1.49,100
"12480",0.378,1.3,70
"12481",0.181,1.17,100
"12482",1.976,0.84,50
"12483",3.56,1.39,30
"12484",0.85,1.37,45
"12485",0.566,1.52,50
"12486",0.102,1.43,70
"12487",0.057,1.57,100
"12488",0.335,1.15,100
"12489",0.7,1.3,100
"12490",0.178,1.54,100
"12491",0.909,2.39,30
"12492",0.722,1.05,50
"12493",0.587,1.04,70
"12494",0.619,1.41,100
"12495",0.498,1.49,50
"12496",0.308,1.17,62
"12497",3.181,0.43,30
"12498",1.541,0.78,50
"12499",0.842,1.02,70
"12500",0.484,0.96,100
"12501",1.636,1.23,30
"12502",0.447,0.87,70
"12503",0.735,0.9,50
"12504",0.187,1.24,70
"12505",0.142,1.2,100
"12506",0.232,1.14,70
"12507",0.815,0.87,70
"12508",0.533,0.94,86
"12509",0.272,1.26,70
"12510",0.223,1.33,100
"12511",0.333,1.96,100
"12512",0.118,1.52,50
"12513",0.113,1.48,100
"12514",0.212,1.35,70
"12515",0.158,1.93,100
"12516",0.131,1.32,70
"12517",0.436,1.03,50
"12518",0.345,0.87,70
"12519",0.649,1.24,100
"12520",5.449,1.61,100
"12521",0.139,1.34,100
"12522",0.872,0.69,50
"12523",0.474,1.48,70
"12524",0.291,1.59,100
"12525",1.783,1.41,30
"12526",0.98,1.21,50
"12527",0.841,1.1,70
"12528",0.433,1.39,70
"12529",0.359,1.48,100
"12530",0.641,1.45,50
"12531",0.47,1.54,70
"12532",0.494,1.26,70
"12533",1.276,1.36,30
"12534",0.804,1.17,50
"12535",0.592,1.05,62
"12536",0.068,1.5,70
"12537",0.095,1.35,100
"12538",0.457,1.51,70
"12539",0.111,1.29,100
"12540",1.695,0.89,50
"12541",0.17,0.6,100
"12542",2.062,1.25,30
"12543",1.658,1.24,50
"12544",0.547,1.51,50
"12545",0.287,1.61,70
"12546",0.379,0.72,50
"12547",1.367,1.08,90
"12548",0.08,1.03,100
"12549",0.978,1.6,50
"12550",0.277,1.33,70
"12551",0.3,1.49,100
"12552",0.83,1.25,45
"12553",0.322,1.06,100
"12554",0.132,1.69,100
"12555",0.06,2.69,90
"12556",2.839,0.8,30
"12557",0.227,0.58,60
"12558",0.123,1.62,70
"12559",0.376,1.33,70
"12560",0.439,1.62,100
"12561",0.24,0.94,50
"12562",0.202,0.97,70
"12563",0.139,1.14,100
"12564",0.235,1.56,70
"12565",1.711,0.87,30
"12566",0.225,1.31,50
"12567",0.171,1.32,70
"12568",0.197,1.42,100
"12569",0.394,1.4,100
"12570",1.384,0.84,50
"12571",0.19,1.33,70
"12572",0.446,1.42,70
"12573",0.255,1.43,70
"12574",0.198,1.2,100
"12575",0.455,1.53,50
"12576",0.245,1.71,70
"12577",0.081,1.15,100
"12578",1.012,1.27,50
"12579",0.436,1.3,50
"12580",0.219,1.53,80
"12581",0.429,1.28,50
"12582",0.531,1.41,50
"12583",0.155,1.54,70
"12584",0.111,1.57,100
"12585",0.246,1.42,50
"12586",0.127,1.43,70
"12587",0.079,1.52,100
"12588",0.382,1.44,70
"12589",0.171,1.45,100
"12590",0.4,0.97,70
"12591",0.55,1.28,100
"12592",0.118,1.55,100
"12593",1.208,0.68,30
"12594",0.909,0.65,50
"12595",0.325,1.43,70
"12596",0.412,1.62,50
"12597",0.046,1.54,100
"12598",0.411,1.64,70
"12599",1.714,1.29,30
"12600",1.436,1.23,40
"12601",0.577,1.04,70
"12602",8.295,0.65,22
"12603",0.649,1.1,70
"12604",0.468,1.1,100
"12605",2.056,1.14,30
"12606",0.291,1.12,50
"12607",0.702,1.43,50
"12608",0.445,1.57,70
"12609",1.087,0.71,100
"12610",0.389,0.87,100
"12611",0.104,1.06,100
"12612",4.572,0.87,30
"12613",2.042,1.09,50
"12614",1.412,1,70
"12615",0.565,1.19,100
"12616",0.304,1.31,70
"12617",0.122,1.13,100
"12618",0.463,1.03,100
"12619",0.935,1.02,70
"12620",0.193,1.6,100
"12621",3.125,0.95,50
"12622",0.418,1.1,70
"12623",0.191,1.77,100
"12624",0.901,1.19,100
"12625",0.158,1.1,100
"12626",0.371,1.73,100
"12627",0.413,1.5,50
"12628",0.362,1.52,100
"12629",0.323,1.3,50
"12630",0.253,1.57,70
"12631",0.239,1.56,100
"12632",0.454,1.04,70
"12633",0.4,0.97,100
"12634",0.346,1.52,50
"12635",0.282,1.11,50
"12636",0.171,1.32,70
"12637",0.239,1.34,100
"12638",0.295,1.08,50
"12639",0.096,1.34,70
"12640",0.11,1.21,100
"12641",0.102,1.57,100
"12642",0.181,1.43,100
"12643",0.122,1.69,70
"12644",0.073,1.85,100
"12645",0.172,1.57,50
"12646",0.608,1.14,50
"12647",0.386,1.24,70
"12648",2.834,0.55,10
"12649",2.15,0.83,20
"12650",2.066,1.08,30
"12651",0.158,1.72,95
"12652",0.14,1.85,100
"12653",1.312,1.23,50
"12654",0.702,1.3,70
"12655",0.303,1.67,100
"12656",0.182,1.27,70
"12657",0.158,1.19,100
"12658",0.495,1.01,50
"12659",0.356,1.63,50
"12660",0.414,1.63,70
"12661",0.086,1.43,70
"12662",0.527,0.84,50
"12663",1.316,1.18,50
"12664",1.2,1.17,70
"12665",0.289,1.54,50
"12666",0.242,2.23,70
"12667",0.228,1.46,70
"12668",0.158,1.56,100
"12669",0.179,1.48,70
"12670",0.187,1.52,85
"12671",0.345,1.26,95
"12672",0.485,1.65,30
"12673",0.267,1.5,50
"12674",0.311,1.48,100
"12675",0.495,1.15,100
"12676",0.216,1.63,100
"12677",0.526,1.04,100
"12678",0.154,1.48,50
"12679",0.071,1.62,70
"12680",0.047,1.54,85
"12681",0.057,1.73,50
"12682",0.054,1.35,70
"12683",0.042,1.7,100
"12684",3.698,1.17,30
"12685",1.085,1.22,50
"12686",0.303,1.34,70
"12687",0.216,1.5,100
"12688",2.599,0.46,30
"12689",0.75,1.04,50
"12690",0.606,1,70
"12691",0.45,1.5,100
"12692",0.637,1.15,50
"12693",0.414,1.23,70
"12694",0.403,0.96,70
"12695",1.973,1.55,30
"12696",1.005,0.9,50
"12697",1.075,1.51,30
"12698",0.533,0.91,50
"12699",0.296,0.93,70
"12700",0.221,1.4,50
"12701",0.14,1.18,70
"12702",0.113,1.21,100
"12703",0.522,1.17,100
"12704",0.681,1.52,70
"12705",0.323,0.69,100
"12706",0.982,1.13,70
"12707",0.671,0.72,50
"12708",0.192,1.34,70
"12709",0.059,1.42,70
"12710",3.543,1.1,17
"12711",1.495,1.02,30
"12712",0.593,1.53,70
"12713",0.195,1.58,100
"12714",0.417,1.56,70
"12715",0.187,0.88,100
"12716",0.316,1.48,100
"12717",0.364,1.47,70
"12718",0.527,1.45,100
"12719",0.326,1.53,70
"12720",1.195,1.43,50
"12721",0.24,0.98,70
"12722",0.232,1.36,70
"12723",0.273,0.78,70
"12724",2.141,0.85,50
"12725",0.402,0.74,50
"12726",0.224,1.08,70
"12727",0.145,1.02,100
"12728",0.23,1.74,70
"12729",1.457,1.08,30
"12730",0.265,1.22,100
"12731",0.327,1.54,100
"12732",0.734,1.31,70
"12733",0.133,1.44,100
"12734",0.126,0.98,100
"12735",0.553,1.55,50
"12736",0.26,1.57,70
"12737",0.165,1.59,100
"12738",1.032,1.11,50
"12739",0.344,1.42,70
"12740",2.752,0.94,30
"12741",1.293,0.94,50
"12742",0.621,0.91,70
"12743",0.206,1.07,100
"12744",0.323,1.21,100
"12745",0.208,1.59,50
"12746",0.127,1.72,70
"12747",0.023,1.89,100
"12748",0.497,1.38,70
"12749",0.108,1.72,70
"12750",0.136,1.38,100
"12751",1.516,0.64,50
"12752",1.229,0.52,70
"12753",1.251,1.43,100
"12754",0.244,1.24,70
"12755",0.154,1.52,70
"12756",0.105,1.49,100
"12757",0.86,0.89,50
"12758",0.334,1.32,61
"12759",0.27,1.21,70
"12760",0.289,1.2,88
"12761",0.375,1.15,50
"12762",0.281,1.34,70
"12763",0.231,1.51,100
"12764",0.249,1.24,70
"12765",0.593,0.72,30
"12766",0.519,1.12,50
"12767",0.072,1.76,100
"12768",0.263,1.58,70
"12769",0.214,1.58,100
"12770",1.405,1.31,50
"12771",1.033,1.6,70
"12772",0.427,1.67,50
"12773",0.133,1.07,50
"12774",0.086,0.78,70
"12775",0.233,0.99,100
"12776",0.077,1.32,100
"12777",0.279,1.24,100
"12778",0.172,1.37,50
"12779",0.113,1.32,70
"12780",0.084,1.01,70
"12781",0.088,1.34,100
"12782",0.164,0.79,60
"12783",0.107,1.11,100
"12784",1.092,1.26,50
"12785",1.168,0.84,70
"12786",0.34,1.36,70
"12787",0.519,0.7,100
"12788",0.344,1.13,100
"12789",1.041,0.97,50
"12790",0.38,1.35,70
"12791",3.237,0.92,10
"12792",3.082,0.67,30
"12793",1.09,1.33,50
"12794",0.478,1.66,70
"12795",0.381,1.51,50
"12796",0.303,1.66,70
"12797",0.761,0.44,50
"12798",0.425,0.6,70
"12799",0.21,1.56,100
"12800",0.759,1.58,70
"12801",0.773,1.48,100
"12802",1.344,0.94,50
"12803",0.312,1.03,70
"12804",0.129,1.09,100
"12805",1.052,0.76,50
"12806",0.471,0.37,70
"12807",1.335,1.34,70
"12808",1.156,1.35,100
"12809",1.012,0.97,50
"12810",0.104,1.28,70
"12811",0.086,1.2,100
"12812",0.123,1.49,100
"12813",0.358,1.56,100
"12814",0.24,1.58,100
"12815",1.099,1.59,50
"12816",0.415,1.67,70
"12817",0.33,1.55,100
"12818",0.321,1.45,70
"12819",0.242,1.62,100
"12820",0.337,1.11,70
"12821",0.353,1.11,100
"12822",0.654,1.94,30
"12823",0.464,1.74,50
"12824",0.401,1.28,100
"12825",1.044,0.54,50
"12826",0.874,0.5,70
"12827",0.409,1.04,100
"12828",0.903,1.44,70
"12829",0.089,0.9,100
"12830",4.252,0.66,30
"12831",1.503,1.42,30
"12832",0.546,1.18,70
"12833",0.227,0.66,100
"12834",0.206,1.35,100
"12835",0.28,1.43,50
"12836",0.344,1.12,70
"12837",1.235,0.94,70
"12838",0.109,1.61,100
"12839",0.383,0.91,70
"12840",0.432,0.86,70
"12841",0.473,1.22,100
"12842",1.43,1.2,70
"12843",0.399,1.6,100
"12844",1.833,1.17,10
"12845",1.807,1.24,30
"12846",0.608,0.97,100
"12847",1.039,1.07,50
"12848",0.73,1.07,70
"12849",0.208,1.54,70
"12850",0.86,1.17,70
"12851",0.398,1.39,70
"12852",0.287,1.13,100
"12853",0.277,1.65,100
"12854",0.36,NA,100
"12855",1.247,0.96,100
"12856",2.019,1.42,30
"12857",0.702,1.43,50
"12858",0.267,1.56,70
"12859",0.132,1.59,70
"12860",0.3,1.13,70
"12861",0.204,1,100
"12862",0.334,1.29,100
"12863",0.709,0.97,50
"12864",0.433,1.28,100
"12865",0.49,0.85,70
"12866",0.306,0.87,100
"12867",0.421,1.13,70
"12868",0.417,0.86,100
"12869",0.384,1.59,50
"12870",0.715,0.84,70
"12871",0.792,1,50
"12872",0.12,1.38,100
"12873",0.171,1.42,100
"12874",0.286,1.53,70
"12875",0.15,1.4,100
"12876",0.127,1.31,100
"12877",0.951,0.8,70
"12878",0.615,1.26,50
"12879",0.435,1.45,70
"12880",0.382,1.54,100
"12881",0.053,1.99,100
"12882",0.23,1.03,100
"12883",1.435,0.87,50
"12884",1.421,1.36,30
"12885",0.395,1.46,50
"12886",0.471,0.99,70
"12887",0.141,1.29,100
"12888",0.185,1.3,70
"12889",0.155,1.5,100
"12890",0.229,1.34,70
"12891",0.307,1.38,100
"12892",0.142,1.1,100
"12893",0.205,1.32,100
"12894",0.376,1.25,70
"12895",0.769,1.25,50
"12896",1.289,1.16,70
"12897",0.566,0.98,50
"12898",0.331,1.35,60
"12899",1.552,1.25,45
"12900",1.305,0.62,50
"12901",0.443,0.89,100
"12902",0.792,0.81,85
"12903",0.42,1.54,70
"12904",0.347,1.37,100
"12905",1.241,1.16,50
"12906",0.959,1.22,70
"12907",0.343,1.26,50
"12908",0.327,1.71,70
"12909",3.362,0.68,30
"12910",2.708,0.71,50
"12911",0.116,0.83,100
"12912",0.153,1.14,100
"12913",0.246,0.8,100
"12914",0.363,0.86,50
"12915",0.249,0.84,70
"12916",0.27,0.89,100
"12917",0.374,1.03,70
"12918",0.299,1.02,100
"12919",1.406,0.96,50
"12920",0.321,1.03,70
"12921",1.365,1.08,50
"12922",0.672,1.5,70
"12923",0.233,1.59,100
"12924",0.792,1.22,100
"12925",0.282,0.93,50
"12926",0.14,0.92,70
"12927",0.15,0.96,100
"12928",0.328,1.03,100
"12929",2.963,1.28,30
"12930",0.301,1.28,50
"12931",0.2,1.16,70
"12932",0.125,1.63,100
