depth increment	TOC	BD_fine	BD_all	Steingehalt
10	2.119	1.11	1.13	1.54
100	0.353	1.65	1.67	1.54
50	0.197	1.57	1.58	1.54
70	0.369	1.61	1.62	1.54
70	0.625	1.59	1.61	1.54
10	1.155	1.46	1.48	1.54
18	1.872	1.2	1.22	1.54
30	1.129	1.46	1.47	1.54
30	2.155	1.59	1.61	1.54
30	2.323	1.33	1.35	1.54
10	1.35	1.57	1.59	1.55
70	0.168	1.73	1.75	1.55
10	0.871	1.35	1.37	1.55
30	1.045	1.65	1.66	1.55
100	0.154	1.68	1.69	1.55
30	0.807	1.82	1.83	1.55
100	0.097	1.81	1.82	1.55
40	0.77	1.51	1.52	1.55
100	0.259	1.62	1.64	1.55
100	0.12	1.65	1.66	1.55
10	1.32	1.34	1.36	1.55
80	0.291	1.39	1.4	1.55
90	0.614	1.4	1.42	1.55
20	1.266	1.49	1.51	1.55
10	1.197	1.4	1.41	1.55
30	1.495	1.35	1.36	1.55
70	0.501	1.43	1.44	1.56
10	0.677	1.46	1.48	1.56
88	0.151	1.69	1.7	1.56
70	0.16	1.75	1.77	1.56
100	0.1	1.78	1.79	1.56
30	0.789	1.67	1.68	1.56
90	1.005	1.37	1.38	1.56
10	2.966	1.38	1.39	1.56
100	0.173	1.53	1.55	1.56
30	1.544	1.42	1.44	1.56
30	0.589	1.57	1.58	1.56
10	2.019	1.2	1.22	1.56
10	1.495	1.11	1.13	1.56
50	7.028	0.66	0.67	1.56
50	0.454	1.5	1.52	1.56
10	2.149	1.33	1.34	1.56
30	0.863	1.69	1.7	1.57
100	0.093	1.71	1.72	1.57
100	0.101	1.69	1.71	1.57
30	0.827	1.63	1.65	1.57
10	0.817	1.5	1.51	1.57
10	1.156	1.47	1.49	1.57
10	1.696	1.25	1.27	1.57
100	0.288	1.64	1.66	1.57
70	0.253	1.59	1.61	1.57
100	0.029	1.75	1.77	1.57
70	0.454	1.47	1.49	1.57
30	1.147	1.47	1.48	1.57
70	0.425	1.49	1.5	1.58
50	0.395	1.54	1.56	1.58
10	0.631	1.42	1.44	1.58
30	2.799	1.32	1.33	1.58
80	0.201	1.49	1.5	1.58
22	1.794	1.44	1.46	1.58
30	1.746	1.57	1.58	1.58
30	0.409	1.57	1.58	1.58
85	0.096	1.87	1.88	1.58
30	0.838	1.51	1.53	1.58
100	0.115	1.71	1.72	1.58
82	0.115	1.69	NA	1.59
40	0.732	1.52	1.54	1.59
10	0.979	1.36	1.39	1.59
30	1.769	1.4	1.42	1.59
30	0.948	1.59	1.61	1.59
100	0.091	1.74	1.75	1.59
100	0.914	1.52	1.53	1.59
100	0.181	1.45	1.46	1.59
100	0.385	1.63	1.64	1.59
10	1.7	1.23	1.25	1.59
30	1.121	1.52	1.54	1.6
100	0.2	1.64	1.65	1.6
70	0.29	1.6	1.61	1.6
100	0.125	1.64	1.66	1.6
60	0.155	1.55	1.57	1.6
80	0.155	1.63	1.64	1.6
50	0.166	1.72	1.74	1.6
60	0.344	1.48	1.49	1.6
20	1.502	1.45	1.46	1.6
50	0.285	1.78	1.79	1.6
70	0.169	1.64	1.66	1.6
100	0.383	1.5	1.52	1.6
10	2.045	1.45	1.46	1.6
100	0.061	1.81	1.82	1.6
70	0.289	1.53	1.55	1.6
70	0.172	1.66	1.67	1.61
100	0.061	1.8	1.82	1.61
70	0.254	1.72	1.73	1.61
100	0.058	1.52	1.54	1.61
10	1.115	1.36	1.39	1.61
50	0.516	1.54	1.55	1.61
100	0.209	1.42	1.44	1.61
10	1.394	1.06	1.09	1.61
30	0.898	1.51	1.52	1.61
60	0.417	1.58	1.59	1.61
30	2.534	1.25	1.27	1.61
10	2.506	1.2	1.22	1.62
50	0.47	1.58	1.6	1.62
100	0.995	1.58	1.6	1.62
30	0.822	1.64	1.65	1.62
100	0.551	1.68	1.69	1.62
50	0.244	1.71	1.72	1.62
70	0.384	1.38	1.39	1.62
30	0.549	1.66	1.67	1.63
100	0.156	1.51	1.53	1.63
50	0.228	1.69	1.71	1.63
50	0.178	1.63	1.65	1.63
10	1.576	1.41	1.43	1.63
30	0.787	1.55	1.57	1.63
100	0.46	1.38	1.4	1.63
30	1.691	1.31	1.33	1.63
70	1.76	1.43	1.45	1.63
100	0.137	1.68	1.7	1.64
100	0.21	1.63	1.65	1.64
30	0.716	1.69	1.71	1.64
40	0.368	1.63	1.64	1.64
30	1.628	1.41	1.43	1.64
50	0.847	1.33	1.34	1.64
50	0.73	1.49	1.51	1.64
50	0.821	1.42	1.44	1.64
39	0.617	1.53	1.55	1.64
30	1.275	1.6	1.61	1.64
30	1.57	1.44	1.46	1.64
70	0.613	1.49	1.51	1.64
70	0.269	1.41	1.43	1.64
38	1.244	1.25	1.27	1.64
50	0.645	1.5	1.52	1.64
30	1.611	1.36	1.38	1.64
10	2.367	1.17	1.18	1.64
10	2.183	1.15	1.17	1.65
30	2.075	1.41	1.43	1.65
70	0.175	1.77	1.78	1.65
30	0.811	1.53	1.55	1.65
100	0.025	1.52	1.54	1.65
30	0.555	1.67	1.68	1.65
100	0.304	1.45	1.46	1.65
62	0.779	1.55	1.57	1.65
100	0.038	1.8	1.82	1.65
50	0.074	1.75	1.77	1.65
10	1.644	1.26	1.27	1.65
70	0.177	1.56	1.58	1.65
10	2.193	1.05	1.08	1.65
50	0.11	1.54	1.56	1.65
10	2.073	1.31	1.33	1.65
50	0.661	1.46	1.48	1.65
100	0.542	1.47	1.49	1.65
40	0.481	1.69	1.71	1.66
100	0.158	1.61	1.63	1.66
30	0.832	1.71	1.73	1.66
50	0.446	1.61	1.63	1.66
10	1.395	1.37	1.39	1.66
70	0.65	1.65	1.67	1.66
70	0.1	1.8	1.81	1.66
70	0.185	1.69	1.71	1.66
20	1.552	1.49	1.51	1.66
100	0.397	1.47	1.49	1.66
30	2.574	1.37	1.39	1.66
70	0.426	1.6	1.62	1.66
20	2.27	1.38	1.39	1.66
30	0.867	1.56	1.58	1.66
70	0.135	1.81	1.82	1.66
10	1.068	1.38	1.39	1.67
30	1.565	1.5	1.51	1.67
100	0.103	1.75	1.76	1.67
10	1.729	1.53	1.54	1.67
17	1.536	1.48	1.49	1.67
10	1.614	1.33	1.34	1.67
10	2.027	1.36	1.38	1.67
10	4.354	0.91	0.93	1.67
100	0.208	1.44	1.45	1.67
100	0.581	1.56	1.58	1.67
100	0.128	1.76	1.78	1.68
10	1.167	1.3	1.32	1.68
70	0.149	1.6	1.62	1.68
30	1.991	1.19	1.21	1.68
10	1.182	1.43	1.45	1.68
50	0.298	1.66	1.67	1.69
10	0.939	1.38	1.4	1.69
30	0.511	1.6	1.62	1.69
50	0.125	1.8	1.82	1.69
30	0.871	1.52	1.53	1.69
22	1.691	1.33	1.34	1.69
100	0.207	1.56	1.58	1.69
30	1.249	1.42	1.44	1.69
30	2.043	1.32	1.34	1.69
10	0.86	1.46	1.48	1.7
50	0.691	1.48	1.5	1.7
10	0.873	1.43	1.45	1.7
80	0.149	1.7	1.71	1.7
100	0.097	1.64	1.66	1.7
30	1.02	1.59	1.6	1.7
30	1.117	1.47	1.49	1.7
100	0.197	1.82	1.83	1.7
10	1.883	1.49	1.5	1.7
30	1.685	1.52	1.54	1.7
30	1.046	1.55	1.57	1.7
50	0.271	1.62	1.63	1.7
50	0.326	1.47	1.49	1.7
37	0.785	1.64	1.65	1.7
70	0.28	1.49	1.51	1.7
50	0.398	1.42	1.44	1.71
100	0.498	1.42	1.44	1.71
100	0.107	1.78	1.79	1.71
50	0.221	1.8	1.81	1.71
10	0.836	1.52	1.54	1.71
30	1.299	1.42	1.43	1.71
70	0.186	1.63	1.64	1.71
30	1.868	1.21	1.23	1.71
10	4.391	1.31	1.33	1.72
50	0.229	1.79	1.81	1.72
50	0.406	1.56	1.58	1.72
80	0.051	1.71	1.73	1.72
100	0.3	1.58	1.59	1.72
50	1.793	1.38	1.4	1.72
30	1.784	1.49	1.51	1.72
30	2.698	1.25	1.27	1.72
50	0.78	1.29	1.31	1.72
100	0.316	1.43	1.44	1.72
10	4.312	1.13	1.14	1.72
30	0.996	1.46	1.48	1.73
10	1.333	1.44	1.46	1.73
100	0.041	1.66	1.67	1.73
30	0.831	1.73	1.75	1.73
70	0.21	1.56	1.57	1.73
100	0.089	2	2.01	1.73
10	1.553	1.44	1.46	1.73
100	0.181	1.67	1.69	1.73
50	1.685	1.43	1.45	1.73
30	0.923	1.46	1.48	1.73
70	0.171	1.77	1.79	1.73
80	0.067	1.65	1.67	1.74
36	0.666	1.67	1.69	1.74
84	0.447	1.55	1.57	1.74
30	1.017	1.67	1.69	1.74
50	2.009	1.63	1.65	1.74
30	2.512	1.25	1.27	1.74
70	0.278	1.6	1.62	1.74
50	0.245	1.51	1.53	1.74
70	0.311	1.42	1.43	1.74
10	4.398	1.06	1.08	1.74
100	0.139	1.6	1.61	1.75
10	0.916	1.55	1.57	1.75
70	0.209	1.68	1.69	1.75
93	0.161	1.61	1.63	1.75
10	1.724	1.15	1.17	1.75
30	0.86	1.55	1.57	1.75
100	0.138	1.77	1.79	1.76
100	0.154	1.73	1.75	1.76
30	0.788	1.61	1.63	1.76
30	1.24	1.5	1.52	1.76
100	0.222	1.58	1.59	1.76
10	1.438	1.26	1.28	1.76
30	3.377	1.16	1.18	1.76
30	1.741	1.37	1.39	1.76
50	2.448	1.32	1.34	1.76
50	0.521	1.5	1.52	1.76
50	0.21	1.71	1.73	1.77
50	0.612	1.69	1.7	1.77
70	0.243	1.7	1.72	1.77
40	0.406	1.66	1.67	1.77
90	1.907	1.41	1.43	1.77
100	0.139	1.75	1.76	1.77
50	1.627	1.53	1.55	1.77
40	0.441	1.49	1.5	1.77
30	1.229	1.48	1.5	1.77
100	0.164	1.57	1.59	1.77
50	0.495	1.53	1.55	1.78
100	0.174	1.63	1.64	1.78
10	1.245	1.41	1.43	1.78
70	0.261	1.53	1.55	1.78
21	0.979	1.53	1.55	1.78
10	1.589	1.43	1.45	1.78
70	0.075	1.71	1.72	1.78
100	0.067	1.75	1.76	1.78
50	0.442	1.56	1.58	1.78
30	3.1	1.34	1.36	1.78
10	1.638	1.25	1.27	1.79
10	1.106	1.47	1.49	1.79
30	0.765	1.66	1.68	1.79
50	0.294	1.66	1.68	1.79
10	1.335	1.41	1.42	1.79
50	0.857	1.55	1.57	1.79
100	0.045	1.63	1.64	1.79
20	2.485	1.34	1.36	1.79
50	0.328	1.72	1.74	1.79
70	0.184	1.69	1.71	1.8
100	0.206	1.71	1.73	1.8
10	1.272	1.36	1.39	1.8
70	0.221	1.65	1.67	1.8
10	1.088	1.41	1.43	1.8
70	0.142	1.85	1.87	1.8
10	1.202	1.11	1.14	1.8
30	1.832	1.47	1.49	1.8
50	0.514	1.52	1.54	1.8
50	0.17	1.43	1.45	1.8
10	1.133	1.5	1.51	1.8
10	2.668	1.07	1.1	1.8
23	2.745	1.29	1.31	1.8
30	2.57	1.16	1.18	1.8
50	0.819	1.8	1.82	1.8
10	3.872	0.95	0.97	1.8
100	0.134	1.74	1.75	1.81
10	0.907	1.3	1.32	1.81
50	0.335	1.66	1.67	1.81
50	0.173	1.8	1.81	1.81
50	0.713	1.58	1.59	1.81
21	1.435	1.5	1.52	1.81
70	0.198	1.62	1.63	1.81
100	0.258	1.77	1.79	1.81
50	0.332	1.39	1.41	1.81
10	1.99	1.41	1.42	1.81
30	1.04	1.66	1.68	1.81
10	0.912	1.27	1.29	1.81
30	1.018	1.59	1.61	1.82
50	0.366	1.54	1.56	1.82
50	1.156	1.5	1.52	1.82
10	1.032	1.28	1.31	1.82
30	1.163	0.96	0.97	1.82
100	0.045	1.54	1.55	1.82
50	0.75	1.55	1.57	1.82
70	0.084	1.87	1.89	1.82
100	0.278	1.53	1.59	1.82
10	0.952	1.36	1.39	1.83
100	0.257	1.61	1.62	1.83
30	1.155	1.41	1.43	1.83
10	1.342	1.32	1.34	1.83
20	6.239	0.81	0.83	1.83
20	2.593	1.05	1.07	1.83
100	0.263	1.51	1.53	1.84
100	0.149	1.74	1.76	1.84
100	0.099	1.78	1.79	1.84
70	0.091	1.77	1.79	1.84
50	0.084	1.69	1.71	1.84
30	1.022	1.63	1.64	1.84
10	1.324	1.41	1.43	1.84
30	1.46	1.28	1.3	1.84
10	1.114	1.37	1.39	1.84
70	0.227	1.71	1.73	1.85
100	0.375	1.39	1.4	1.85
30	1.89	1.14	1.16	1.85
100	0.05	1.45	1.47	1.85
10	1.885	1.31	1.34	1.85
10	1.321	1.43	1.45	1.85
10	0.996	1.34	1.36	1.86
30	3.603	1.39	1.41	1.86
100	0.025	1.51	1.53	1.86
50	0.447	1.72	1.74	1.86
70	0.148	1.42	1.44	1.86
20	1.936	1.33	1.35	1.86
50	0.947	1.48	1.5	1.86
80	0.687	1.24	1.26	1.86
100	0.965	1.25	1.27	1.86
100	0.055	1.87	1.88	1.86
50	0.268	1.77	1.79	1.86
80	0.187	1.5	1.52	1.87
30	1.199	1.48	1.5	1.87
10	0.883	1.55	1.57	1.87
10	0.83	1.3	1.32	1.87
62	0.334	1.56	1.58	1.87
30	1.123	1.58	1.6	1.87
50	0.582	1.59	1.61	1.87
30	1.442	1.46	1.48	1.87
10	1.203	1.15	1.17	1.87
10	2.185	1.25	1.27	1.87
30	2.368	1.3	1.32	1.87
100	0.185	1.78	1.79	1.87
40	0.555	1.53	1.55	1.87
10	2.142	1.2	1.22	1.88
100	0.14	1.74	1.76	1.88
70	0.323	1.5	1.52	1.88
30	0.918	1.45	1.47	1.88
50	0.312	1.53	1.55	1.88
70	0.146	1.8	1.82	1.88
70	0.135	1.74	1.75	1.88
30	1.778	1.29	1.31	1.88
30	1.839	1.4	1.42	1.88
50	0.67	1.54	1.55	1.88
100	0.096	1.61	1.63	1.88
30	1.84	1.59	1.61	1.88
10	3.14	1.15	1.17	1.88
70	0.364	1.52	1.54	1.88
50	0.056	1.62	1.64	1.88
50	0.715	1.6	1.62	1.89
70	0.032	1.78	1.8	1.89
30	1.203	1.42	1.44	1.89
10	0.661	1.25	1.27	1.89
50	0.451	1.45	1.47	1.89
10	1.892	1.31	1.34	1.89
10	1.154	1.31	1.34	1.89
10	1.728	1.18	1.2	1.89
30	4.321	0.84	0.85	1.89
30	1.735	1.48	1.5	1.89
70	0.068	1.73	1.75	1.89
70	0.214	1.72	1.74	1.9
30	1.489	1.47	1.49	1.9
70	0.606	1.42	1.44	1.9
70	0.47	1.63	1.65	1.9
100	0.168	1.69	1.71	1.9
30	0.638	1.57	1.58	1.9
50	0.17	1.76	1.78	1.9
30	1.151	1.63	1.65	1.9
30	1.373	1.44	1.46	1.9
70	0.3	1.44	1.46	1.9
30	0.983	1.39	1.41	1.9
10	1.173	1.55	1.56	1.9
10	1.411	1.24	1.26	1.91
10	1.829	1.18	1.2	1.91
30	1.094	1.57	1.59	1.91
50	0.412	1.59	1.61	1.91
40	0.118	1.72	1.74	1.91
40	0.789	1.75	1.77	1.91
30	0.835	1.53	1.55	1.91
30	2.689	1.42	1.43	1.91
50	0.419	1.6	1.62	1.91
18	2.154	1.2	1.22	1.91
30	1.465	1.38	1.4	1.91
10	1.175	1.41	1.43	1.91
88	1.278	1.24	1.26	1.91
50	0.129	1.78	1.8	1.91
30	0.814	1.62	1.63	1.92
50	0.202	1.72	1.74	1.92
70	0.353	1.5	1.52	1.92
30	1.155	1.56	1.58	1.92
50	0.475	1.51	1.53	1.92
70	0.286	1.54	1.56	1.92
10	1.646	1.28	1.3	1.92
100	0.1	1.88	1.9	1.92
70	0.185	1.62	1.64	1.92
30	1.212	1.34	1.36	1.92
30	1.455	1.47	1.49	1.93
30	0.957	1.52	1.54	1.93
50	0.505	1.73	1.75	1.93
30	1.011	1.74	1.76	1.93
70	0.066	1.73	1.74	1.93
10	1.226	1.47	1.49	1.93
70	0.068	1.5	1.52	1.93
30	0.751	1.5	1.52	1.93
10	4.291	1.24	1.26	1.93
10	1.046	1.17	1.19	1.93
50	0.236	1.5	1.52	1.93
35	0.971	1.29	1.31	1.93
40	1.186	1.55	1.56	1.93
50	0.725	1.41	1.43	1.93
30	0.989	1.44	1.46	1.93
10	1.632	1.37	1.39	1.93
50	0.264	1.63	1.65	1.94
100	0.063	1.82	1.84	1.94
10	1.169	1.39	1.41	1.94
70	0.351	1.53	1.55	1.94
30	1.52	1.43	1.45	1.94
10	1.666	1.23	1.25	1.94
30	0.844	1.67	1.69	1.95
70	0.112	1.54	1.56	1.95
70	0.914	1.56	1.57	1.95
30	1.077	1.46	1.48	1.95
70	0.695	1.4	1.41	1.95
70	0.29	1.49	1.51	1.95
70	0.467	1.48	1.5	1.95
10	1.368	1.36	1.37	1.95
10	1.169	1.48	1.5	1.96
70	0.233	1.64	1.65	1.96
30	0.956	1.14	1.17	1.96
50	2.126	1.45	1.46	1.96
16	2.056	1.16	1.18	1.96
35	0.609	1.66	1.68	1.96
30	3.146	1.28	1.3	1.96
10	2.022	1.55	1.57	1.96
82	0.312	1.71	1.73	1.96
10	1.095	1.5	1.53	1.96
30	2.318	1.36	1.38	1.97
70	0.088	1.76	1.78	1.97
70	0.07	1.65	1.67	1.97
50	0.227	1.69	1.71	1.97
100	0.23	1.43	1.45	1.97
100	0.138	1.6	1.62	1.97
100	0.155	1.82	1.84	1.97
70	0.478	1.47	1.49	1.97
30	2.286	1.14	1.16	1.97
10	1.388	1.24	1.26	1.97
10	3.348	1.21	1.24	1.97
35	2.417	1.35	1.37	1.97
10	1.12	1.44	1.47	1.98
10	1.088	1.39	1.41	1.98
100	0.023	1.69	1.71	1.98
50	0.585	1.5	1.52	1.98
70	0.252	1.61	1.63	1.98
30	1.612	1.37	1.39	1.98
100	0.477	1.45	1.47	1.98
100	0.099	1.7	1.72	1.98
20	3.453	1.04	1.06	1.98
90	0.211	1.76	1.78	1.98
70	0.165	1.72	1.73	1.99
100	0.122	1.71	1.73	1.99
70	0.168	1.68	1.7	1.99
30	0.775	1.5	1.52	1.99
100	0.087	1.7	1.72	1.99
40	0.845	1.44	1.46	1.99
100	0.153	1.81	1.82	1.99
30	2.972	1.29	1.31	1.99
88	0.162	1.51	1.53	1.99
30	1.656	1.46	1.48	1.99
70	0.118	1.66	1.68	2
70	0.148	1.76	1.77	2
70	0.132	1.76	1.78	2
10	1.172	1.37	1.39	2
10	0.859	1.5	1.52	2
10	1.58	1.32	1.35	2
10	1.412	1.41	1.43	2
30	0.892	1.53	1.55	2
10	1.428	1.37	1.39	2
70	0.081	1.66	NA	2
30	1.894	1.47	1.49	2
10	5.056	0.98	1	2
50	0.229	1.66	1.68	2.01
60	0.198	1.66	1.68	2.01
80	0.094	1.68	1.7	2.01
40	0.458	1.56	1.58	2.01
10	1.717	1.29	1.31	2.01
20	1.746	1.28	1.3	2.01
30	0.72	1.61	1.63	2.01
30	1.079	1.23	1.26	2.02
100	0.166	1.63	1.65	2.02
38	0.54	1.66	1.67	2.02
50	0.199	1.8	1.81	2.02
10	1.814	1.24	1.26	2.02
70	0.771	1.55	1.57	2.02
70	0.407	1.62	1.64	2.02
50	0.5	1.48	1.5	2.02
70	0.112	1.65	1.67	2.03
10	0.882	1.23	1.28	2.03
100	2.72	1.33	1.35	2.03
20	0.699	1.66	1.68	2.03
10	3.401	1.16	1.18	2.03
30	1.017	1.47	1.49	2.03
50	0.388	1.55	1.57	2.03
100	0.841	1.5	1.52	2.03
10	1.021	1.22	1.24	2.03
40	1.915	1.52	1.54	2.03
10	1.128	1.59	1.61	2.04
30	1.137	1.6	1.62	2.04
10	1.302	1.64	1.66	2.04
30	0.843	1.57	1.59	2.04
50	0.43	1.62	1.64	2.04
23	3.923	1.05	1.07	2.04
40	0.2	1.65	1.67	2.04
60	0.131	1.45	1.47	2.04
30	1.647	1.36	1.38	2.04
10	1.218	1.33	1.35	2.05
50	0.246	1.77	1.79	2.05
24	1.576	1.53	1.55	2.05
30	1.77	1.49	1.51	2.06
30	0.919	1.59	1.61	2.06
30	0.741	1.62	1.64	2.06
70	0.245	1.56	1.58	2.06
30	0.664	1.43	1.46	2.06
10	3.298	1.14	1.18	2.06
100	0.028	1.73	1.75	2.06
30	1.443	1.41	1.43	2.06
10	3.367	1.5	1.52	2.06
70	0.22	1.52	1.54	2.06
100	0.424	1.59	1.61	2.06
10	1.922	1.19	1.22	2.06
70	0.044	1.46	1.48	2.06
100	0.151	1.68	1.7	2.07
100	0.032	1.74	1.76	2.07
100	0.021	1.62	1.64	2.07
30	0.532	1.59	1.61	2.07
10	1.108	1.52	1.55	2.07
100	0.234	1.56	1.58	2.07
20	2.503	1.15	1.17	2.07
30	1.328	1.4	1.42	2.07
70	0.707	1.51	1.53	2.07
30	1.375	1.45	1.47	2.07
50	0.618	1.65	1.67	2.07
30	1.209	1.23	1.25	2.07
50	1.621	1.2	1.22	2.07
50	0.131	1.64	1.66	2.08
30	1.35	1.48	1.51	2.08
10	1.053	1.55	1.57	2.08
70	0.319	1.54	1.56	2.08
10	3.003	1.31	1.33	2.08
40	0.626	1.72	1.74	2.08
70	0.204	1.47	1.49	2.08
30	1.079	1.34	1.36	2.09
50	0.177	1.79	1.81	2.09
60	0.215	1.6	1.62	2.09
30	0.937	1.6	1.62	2.09
30	1.096	1.5	1.52	2.09
40	0.844	1.38	1.4	2.09
70	0.12	1.69	1.71	2.1
10	1.689	1.44	1.46	2.1
10	0.807	1.28	1.3	2.1
70	0.099	1.71	1.73	2.1
50	0.26	1.46	1.48	2.1
30	1.027	1.61	1.63	2.1
10	3.78	0.86	0.89	2.1
100	0.065	1.63	1.65	2.1
39	0.93	1.54	1.56	2.1
50	0.902	1.51	1.53	2.1
10	1.865	1.19	1.21	2.1
50	0.057	1.71	1.73	2.1
50	0.355	1.72	1.74	2.11
100	0.172	1.62	1.64	2.11
100	0.167	1.69	1.71	2.11
100	0.123	1.79	1.81	2.11
30	1.122	1.62	1.64	2.11
10	2.44	1.05	1.11	2.11
100	0.43	1.5	1.53	2.11
50	1.771	1.36	1.38	2.11
10	0.931	1.33	1.35	2.11
50	1.225	1.29	1.31	2.11
30	1.838	1.44	1.46	2.11
50	0.296	1.55	1.57	2.11
100	0.199	1.42	1.44	2.11
10	1.504	1.28	1.3	2.11
70	0.551	1.51	1.53	2.11
70	0.189	1.6	1.62	2.11
10	4.244	0.86	0.88	2.11
50	0.36	1.55	1.57	2.12
100	0.114	1.83	1.85	2.12
70	0.515	1.65	1.67	2.12
30	0.87	1.23	1.26	2.12
70	0.139	1.58	1.6	2.12
30	0.763	1.75	1.77	2.12
10	2.954	1.28	1.3	2.12
23	3.868	1.12	1.14	2.12
50	0.694	1.47	1.49	2.12
50	0.291	1.63	1.65	2.12
10	7.913	0.94	0.96	2.13
30	1.007	1.35	1.37	2.13
100	0.062	1.77	1.79	2.13
10	1.017	1.32	1.34	2.13
30	1.41	1.44	1.46	2.13
100	0.545	1.72	1.74	2.14
70	0.066	1.64	1.66	2.14
10	1.314	1.31	1.33	2.14
30	1.722	1.43	1.45	2.14
30	1.119	1.64	1.66	2.14
50	0.325	1.76	1.78	2.15
50	0.181	1.7	1.72	2.15
40	0.158	1.79	1.8	2.15
50	0.706	1.55	1.57	2.15
70	0.19	1.55	1.57	2.15
70	1.118	1.14	1.16	2.15
41	0.216	1.73	1.75	2.15
10	1.607	1.31	1.34	2.15
30	1.141	1.42	1.44	2.15
30	0.709	1.48	1.51	2.15
50	0.196	1.65	1.67	2.16
30	0.861	1.57	1.59	2.16
50	0.183	1.74	1.76	2.16
70	0.165	1.71	1.73	2.16
10	0.644	1.47	1.49	2.16
10	2.513	1.18	1.21	2.16
30	0.856	1.68	1.7	2.17
30	0.804	1.57	1.59	2.17
30	1.7	1.36	1.38	2.17
100	0.057	1.75	1.77	2.17
10	1.153	1.16	1.18	2.17
30	0.981	1.54	1.56	2.17
100	0.108	1.59	1.61	2.17
50	0.352	1.46	1.48	2.17
70	0.201	1.75	1.77	2.18
50	0.259	1.51	1.53	2.18
10	1.315	1.52	1.54	2.18
50	0.515	1.46	1.48	2.18
70	0.401	1.21	1.24	2.18
10	2.298	1.3	1.33	2.18
10	2.341	1.27	1.29	2.18
100	0.082	1.57	1.59	2.18
30	0.8	1.68	1.7	2.19
100	0.015	1.61	1.63	2.19
10	3.329	1.24	1.26	2.19
38	0.914	1.67	1.69	2.19
70	0.202	1.67	1.69	2.2
10	0.978	1.27	1.29	2.2
50	3.545	1.19	1.21	2.2
10	0.604	1.57	1.59	2.2
40	0.584	1.35	1.37	2.2
30	1.009	1.61	1.63	2.2
70	0.138	1.7	1.72	2.2
30	0.566	1.62	1.64	2.21
30	0.806	1.45	1.47	2.21
70	0.332	1.57	1.59	2.21
100	0.074	1.72	1.74	2.21
50	0.43	1.64	1.66	2.21
50	0.459	1.57	1.59	2.21
100	0.493	1.55	1.58	2.21
50	1.151	1.45	1.47	2.22
70	0.345	1.4	1.42	2.22
100	0.049	1.63	1.65	2.22
50	1.382	1.48	1.5	2.22
100	0.999	1.34	1.36	2.22
20	1.091	1.4	1.42	2.23
100	0.174	1.73	1.75	2.23
70	0.352	1.56	1.58	2.23
10	1.586	1.25	1.28	2.23
10	1.555	1.32	1.35	2.23
70	0.325	1.59	1.61	2.23
10	3.761	1.1	1.13	2.23
50	0.872	1.47	1.49	2.23
38	0.832	1.75	1.77	2.24
50	0.334	1.66	1.68	2.24
30	0.804	1.56	1.58	2.24
30	1.55	1.51	1.53	2.24
100	0.073	1.58	1.61	2.24
30	1.758	1.44	1.46	2.24
30	1.024	1.53	1.55	2.24
50	0.263	1.61	1.64	2.24
50	1.287	1.23	1.25	2.24
20	3.214	1.02	1.04	2.24
20	1.663	1.24	1.27	2.24
50	0.236	1.53	1.55	2.24
10	4.81	1.01	1.03	2.24
70	0.617	1.34	1.36	2.24
100	0.128	1.58	1.61	2.24
30	1.783	1.33	1.35	2.24
70	0.104	1.78	1.8	2.24
30	0.509	1.5	1.52	2.25
10	0.824	1.53	1.56	2.25
70	0.396	1.48	1.51	2.25
100	0.168	1.66	1.68	2.25
18	2.332	1.34	1.36	2.25
10	3.194	1.22	1.24	2.25
100	0.1	1.68	1.7	2.26
100	0.29	1.68	1.7	2.26
30	0.918	1.29	1.31	2.26
100	0.119	1.79	1.81	2.26
100	0.25	1.63	1.66	2.26
30	2.237	1.31	1.33	2.26
20	1.713	1.33	1.35	2.26
50	0.305	1.51	1.53	2.26
10	1.268	1.39	1.42	2.27
30	0.699	1.69	1.71	2.27
30	0.893	1.7	1.72	2.27
10	1.342	1.28	1.3	2.27
20	1.198	1.26	1.29	2.27
100	0.099	1.43	1.45	2.27
10	5.036	1.03	1.05	2.27
50	0.298	1.55	1.57	2.27
50	0.33	1.57	1.59	2.28
40	0.868	1.58	1.6	2.28
50	0.28	1.71	1.73	2.28
100	0.245	1.55	1.57	2.28
30	1.277	1.55	1.58	2.28
30	0.956	1.46	1.48	2.28
70	0.178	1.52	1.54	2.29
10	1.032	1.51	1.54	2.29
30	0.988	1.49	1.52	2.29
50	0.512	1.73	1.75	2.29
100	0.283	1.67	1.69	2.29
30	1.154	1.42	1.44	2.29
30	1.308	1.68	1.7	2.3
10	1.551	1.45	1.48	2.3
10	1.327	1.42	1.44	2.3
10	3.725	0.92	0.94	2.3
30	2.71	1.37	1.4	2.3
50	0.296	1.71	1.73	2.3
10	1.072	1.19	1.23	2.31
70	0.134	1.75	1.77	2.31
100	0.066	1.77	1.79	2.31
30	1.288	1.39	1.42	2.31
90	0.121	1.53	1.55	2.31
30	1.928	1.41	1.43	2.31
70	0.197	1.51	1.53	2.31
40	0.292	1.34	1.36	2.31
30	0.713	1.62	1.65	2.31
39	1.263	1.51	1.53	2.31
70	0.305	1.61	1.63	2.32
60	1.483	1.64	1.66	2.32
100	0.046	1.51	1.54	2.32
10	5.452	0.93	0.96	2.32
